organization_group_code,job_family_code,job_code,year_type,year,organization_group,department_code,department,union_code,union,job_family,job,employee_identifier,salaries,overtime,other_salaries,total_salary,retirement,health_and_dental,other_benefits,total_benefits,total_compensation
1,H000,H003,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,EMT/Paramedic/Firefighter,51396915,104013.03,17192.28,8463.03,129668.34,20136.96,15522.83,1795.8,37455.59,167123.93
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,50862048,58335.08,12650.36,10468.62,81454.06,0.0,0.0,6186.45,6186.45,87640.51
2,0000,0112,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,323,"Member, Board Or Commission",Untitled,"BdComm Mbr, Grp3 M=$50/Mtg",53626850,500.0,0.0,0.0,500.0,0.0,0.0,38.37,38.37,538.37
2,7300,7311,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,580,"Cement Masons, Local 300 (580)",Journeyman Trade,Cement Mason,50861047,98777.87,389.2,616.5,99783.57,18201.94,18413.13,7869.49,44484.56,144268.13
2,7200,7281,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Supervisory-Labor & Trade,Street Environ Svcs Oprs Supv,50874721,127681.06,4842.34,1195.88,133719.28,23608.43,16186.92,10412.95,50208.3,183927.58
2,1800,1822,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,790,"SEIU, Local 1021, Misc","Budget, Admn & Stats Analysis",Administrative Analyst,54066983,85458.97,0.0,0.0,85458.97,15646.33,16796.12,6645.76,39088.21,124547.18
2,9700,9775,Fiscal,2023,"Public Works, Transportation & Commerce",ECN,Economic Workforce Development,790,"SEIU, Local 1021, Misc",Community Development,Sr Community Dev Spec 2,52406866,126199.12,0.0,0.0,126199.12,23105.22,16796.12,9708.05,49609.39,175808.51
1,H000,H033,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,"Captain, Emergency Med Svcs",51398541,178355.77,39269.79,23786.42,241411.98,35243.83,16173.15,3599.23,55016.21,296428.19
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,50870939,204505.14,32065.18,9225.66,245795.98,0.0,0.0,18668.2,18668.2,264464.18
2,0900,0922,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,351,"Municipal Exec Assoc, Misc",Management,Manager I,53637285,157060.84,0.0,2500.0,159560.84,28431.9,27451.71,12536.32,68419.93,227980.77
2,7500,7510,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,6,"Electrical Workers, Local 6",Semi-Skilled & General Labor,Lighting Fixture Maint Worker,53636885,62182.51,955.75,96.0,63234.26,12933.55,19970.59,4989.53,37893.67,101127.93
2,5200,5207,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21",Professional Engineering,Assoc Engineer,51456593,151330.86,0.0,0.0,151330.86,27001.88,16263.35,11817.13,55082.36,206413.22
1,H000,H022,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,"Lieut,Fire Prev",51397579,202686.14,0.0,25366.68,228052.82,39617.95,16080.38,3591.44,59289.77,287342.59
1,1200,1244,Fiscal,2023,Public Protection,FIR,Fire Department,22,"Prof & Tech Eng, Local 21",Personnel,Senior Human Resources Analyst,51397350,148217.02,0.0,0.0,148217.02,26407.15,16263.35,11573.54,54244.04,202461.06
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,52766955,144113.47,32359.11,32407.8,208880.38,32098.93,19296.45,3107.15,54502.53,263382.91
1,H000,H003,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,EMT/Paramedic/Firefighter,53086863,150417.8,17796.25,381.37,168595.42,27528.34,16080.38,2531.72,46140.44,214735.86
1,H000,H003,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,EMT/Paramedic/Firefighter,53537024,32848.2,2665.57,2212.22,37725.99,6116.92,4885.96,1510.19,12513.07,50239.06
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,53696936,15109.5,0.0,0.0,15109.5,0.0,0.0,1147.57,1147.57,16257.07
4,2400,2430,Fiscal,2023,Community Health,DPH,Public Health,250,"SEIU, Local 1021, Misc","Lab, Pharmacy & Med Techs",Medical Evaluations Assistant,51996945,64206.03,0.0,2825.0,67031.03,12049.18,14397.82,5333.2,31780.2,98811.23
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,52086981,137305.04,36204.7,7637.2,181146.94,25568.55,18852.76,12444.26,56865.57,238012.51
4,2400,2450,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc","Lab, Pharmacy & Med Techs",Pharmacist,53436905,188710.71,2970.46,1220.0,192901.17,33630.22,16795.31,14811.43,65236.96,258138.13
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,50879455,95999.48,5896.81,15498.73,117395.02,0.0,0.0,8916.15,8916.15,126311.17
2,0900,0942,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,351,"Municipal Exec Assoc, Misc",Management,Manager VII,50906611,252327.01,0.0,11554.58,263881.59,47017.94,21680.39,14859.67,83558.0,347439.59
2,9900,9916,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Public Service Aide,Public Svc Aide-Public Works,54197006,42926.82,2426.26,0.0,45353.08,8913.57,15883.41,3562.31,28359.29,73712.37
1,H000,H024,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,"Lieut,Fire Invstgtn",50776567,13435.28,0.0,79415.37,92850.65,2923.75,618.48,1189.58,4731.81,97582.46
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,53966854,137855.8,24468.78,19718.06,182042.64,26514.07,19234.6,2608.86,48357.53,230400.17
1,H000,H020,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,"Lieutenant, Fire Suppression",50406617,0.0,0.0,3494.7,3494.7,0.0,0.0,50.67,50.67,3545.37
1,H000,H003,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,EMT/Paramedic/Firefighter,51397312,95089.88,840.08,14770.22,110700.18,20020.61,14872.81,1675.37,36568.79,147268.97
1,H000,H003,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,EMT/Paramedic/Firefighter,51826667,120728.32,4354.81,10870.83,135953.96,23761.23,16080.23,2044.33,41885.79,177839.75
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,53376972,99969.69,24806.8,8912.57,133689.06,19407.1,19667.54,1955.21,41029.85,174718.91
4,1200,1244,Fiscal,2023,Community Health,DPH,Public Health,22,"Prof & Tech Eng, Local 21",Personnel,Senior Human Resources Analyst,53576844,87254.36,0.0,750.0,88004.36,6558.51,13667.48,6575.35,26801.34,114805.7
4,2400,2463,Fiscal,2023,Community Health,DPH,Public Health,856,"Teamsters, Local 856, Multi","Lab, Pharmacy & Med Techs",Microbiologist I/II,53107064,29226.4,0.0,0.0,29226.4,5322.15,4350.66,2252.05,11924.86,41151.26
2,7400,7421,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,261,"Laborers, Local 261",Skilled Labor,Sewer Maintenance Worker,50666677,0.0,0.0,15883.66,15883.66,0.0,5193.81,1215.1,6408.91,22292.57
2,2900,2917,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,535,"SEIU, Local 1021, Misc",Human Services,Program Support Analyst,53636905,104059.02,122.03,0.0,104181.05,19051.45,16796.12,8296.05,44143.62,148324.67
2,5200,5203,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21",Professional Engineering,Assistant Engineer,50882116,136626.63,0.0,0.0,136626.63,25009.81,16263.35,10694.25,51967.41,188594.04
2,5300,5380,Fiscal,2023,"Public Works, Transportation & Commerce",DPW,Department Of Public Works,21,"Prof & Tech Eng, Local 21",Sub-Professional Engineering,"StdntDsgnTrain1, Arch/Eng/Plng",51426655,12425.09,0.0,0.0,12425.09,0.0,0.0,943.69,943.69,13368.78
3,0000,0111,Fiscal,2023,Human Welfare & Neighborhood Development,ENV,Environment,323,"Member, Board Or Commission",Untitled,"BdComm Mbr, Grp2,M=$25/Mtg",36757238,175.0,0.0,0.0,175.0,0.0,0.0,13.3,13.3,188.3
1,H000,H042,Fiscal,2023,Public Protection,FIR,Fire Department,799,"Firefighters,Local 798, Unit 2",Fire Services,Assistant Fire Marshal,51397970,230452.0,50557.67,29958.74,310968.41,45155.92,18825.53,4685.66,68667.11,379635.52
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,51398226,135540.26,95612.8,30721.39,261874.45,28205.73,19482.0,3910.15,51597.88,313472.33
1,H000,H002,Fiscal,2023,Public Protection,FIR,Fire Department,798,"Firefighters,Local 798, Unit 1",Fire Services,Firefighter,52006851,135377.21,63455.59,14920.28,213753.08,26396.51,19853.08,3235.08,49484.67,263237.75
4,1900,1934,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Purchasing & Storekeeping,Storekeeper,52876932,64985.71,12678.78,1000.0,78664.49,13496.39,16731.52,6582.66,36810.57,115475.06
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,53306977,34187.65,2094.31,4593.05,40875.01,1330.62,292.32,3102.08,4725.02,45600.03
4,2900,2920,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Human Services,Medical Social Worker,50875219,97749.01,0.0,2319.46,100068.47,18184.51,13388.45,7872.32,39445.28,139513.75
4,2400,2471,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc","Lab, Pharmacy & Med Techs","Radiologic Tech I, II, III",50860606,154544.22,938.75,2317.99,157800.96,27729.37,16796.12,12174.2,56699.69,214500.65
4,2500,2548,Fiscal,2023,Community Health,DPH,Public Health,21,"Prof & Tech Eng, Local 21",Med Therapy & Auxiliary,Occupational Therapist,51426465,124190.66,0.0,1000.0,125190.66,22706.84,15257.21,9255.08,47219.13,172409.79
4,2500,2593,Fiscal,2023,Community Health,DPH,Public Health,21,"Prof & Tech Eng, Local 21",Med Therapy & Auxiliary,Health Program Coordinator 3,50853249,136232.99,0.0,13425.2,149658.19,24282.09,15806.89,11496.49,51585.47,201243.66
4,2900,2903,Fiscal,2023,Community Health,DPH,Public Health,535,"SEIU, Local 1021, Misc",Human Services,Hospital Eligibility Worker,50873449,88344.01,17315.55,2710.0,108369.56,16461.95,16796.12,8513.6,41771.67,150141.23
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,52606827,176372.91,26525.54,10950.24,213848.69,0.0,0.0,3092.89,3092.89,216941.58
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,51846672,50141.65,4188.79,2215.02,56545.46,6331.7,0.0,3006.22,9337.92,65883.38
4,1600,1635,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc","Payroll, Billing & Accounting",Health Care Billing Clerk 1,52196887,3854.4,0.0,385.8,4240.2,710.63,19064.46,305.25,20080.34,24320.54
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,50856630,14324.9,0.0,1242.21,15567.11,2119.94,0.0,888.77,3008.71,18575.82
4,1600,1654,Fiscal,2023,Community Health,DPH,Public Health,21,"Prof & Tech Eng, Local 21","Payroll, Billing & Accounting",Accountant III,51846647,111335.8,0.0,750.0,112085.8,20381.6,16263.35,8507.43,45152.38,157238.18
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,50872494,44725.2,0.0,3908.52,48633.72,6395.66,0.0,3693.68,10089.34,58723.06
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,53766985,74585.29,8183.77,9625.43,92394.49,0.0,0.0,7017.37,7017.37,99411.86
4,1000,1093,Fiscal,2023,Community Health,DPH,Public Health,21,"Prof & Tech Eng, Local 21",Information Systems,IT Operations Support Admn III,53216836,95019.63,752.18,750.0,96521.81,17394.42,16263.35,7272.12,40929.89,137451.7
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,52766876,152833.31,4861.67,26558.0,184252.98,31597.85,19205.78,12984.88,63788.51,248041.49
4,2300,2303,Fiscal,2023,Community Health,DPH,Public Health,250,"SEIU, Local 1021, Misc",Nursing,Patient Care Assistant,52326935,68382.8,11553.09,1265.0,81200.89,14200.64,16796.12,6397.45,37394.21,118595.1
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,53406953,160837.66,0.0,1095.0,161932.66,28577.87,21618.65,12310.41,62506.93,224439.59
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,53406924,144036.42,8220.46,9086.09,161342.97,21999.68,19361.38,10780.18,52141.24,213484.21
4,2400,2430,Fiscal,2023,Community Health,DPH,Public Health,250,"SEIU, Local 1021, Misc","Lab, Pharmacy & Med Techs",Medical Evaluations Assistant,53506968,64853.3,33766.1,2711.44,101330.84,12141.88,14212.1,7831.1,34185.08,135515.92
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,53526920,101161.56,29447.72,16399.14,147008.42,16009.97,11667.8,9783.94,37461.71,184470.13
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,50859847,109553.15,13995.06,15568.09,139116.3,21531.23,12703.0,10655.0,44889.23,184005.53
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,52816891,142282.55,24042.26,11188.07,177512.88,27147.83,20417.22,11946.75,59511.8,237024.68
4,0900,0953,Fiscal,2023,Community Health,DPH,Public Health,351,"Municipal Exec Assoc, Misc",Management,Dep Dir III,50870426,228107.4,0.0,4500.0,232607.4,41448.59,22476.42,13688.52,77613.53,310220.93
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,54197005,4290.85,0.0,0.0,4290.85,0.0,0.0,325.89,325.89,4616.74
4,2900,2930,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Human Services,Behavioral Health Clinician,52337011,98016.01,0.0,1000.0,99016.01,17848.8,15504.11,7700.3,41053.21,140069.22
4,2500,2587,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Med Therapy & Auxiliary,Health Worker 3,53237069,63131.77,0.0,916.06,64047.83,9678.32,12015.6,5086.63,26780.55,90828.38
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,50853341,9233.96,238.81,543.97,10016.74,1681.08,0.0,672.31,2353.39,12370.13
4,1200,1229,Fiscal,2023,Community Health,DPH,Public Health,22,"Prof & Tech Eng, Local 21",Personnel,Special Examiner,50851948,506.93,0.0,0.0,506.93,0.0,0.0,38.5,38.5,545.43
4,2500,2587,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Med Therapy & Auxiliary,Health Worker 3,50852071,88344.02,0.0,2560.0,90904.02,16461.95,16796.12,7097.73,40355.8,131259.82
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,50859650,170621.52,12821.19,18424.5,201867.21,33457.66,21031.64,12585.59,67074.89,268942.1
4,2900,2920,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Human Services,Medical Social Worker,51726597,0.0,0.0,3669.03,3669.03,0.0,3009.23,280.68,3289.91,6958.94
4,1900,1942,Fiscal,2023,Community Health,DPH,Public Health,21,"Prof & Tech Eng, Local 21",Purchasing & Storekeeping,Asst Materials Coordinator,52307043,94701.45,2333.73,304.58,97339.76,17381.24,16259.44,8041.87,41682.55,139022.31
4,2500,2591,Fiscal,2023,Community Health,DPH,Public Health,21,"Prof & Tech Eng, Local 21",Med Therapy & Auxiliary,Health Program Coordinator 2,54086890,116387.21,0.0,0.0,116387.21,21310.66,15950.6,9111.98,46373.24,162760.45
4,2600,2624,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Dietary & Food,Dietitian,51566839,121596.88,0.0,1295.0,122891.88,22255.72,16796.12,9637.02,48688.86,171580.74
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,50855667,166745.1,17724.99,24789.63,209259.72,31004.01,21274.59,11984.77,64263.37,273523.09
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,52776938,16302.77,276.65,3016.13,19595.55,2903.28,0.0,1092.46,3995.74,23591.29
4,2400,2430,Fiscal,2023,Community Health,DPH,Public Health,250,"SEIU, Local 1021, Misc","Lab, Pharmacy & Med Techs",Medical Evaluations Assistant,53416941,78618.47,12901.59,11236.71,102756.77,15540.34,14874.26,7837.02,38251.62,141008.39
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,50865910,146782.28,157453.42,8288.65,312524.35,24443.19,17238.58,13756.79,55438.56,367962.91
4,2200,2230,Fiscal,2023,Community Health,DPH,Public Health,164,"Physician/Dentists 8-CC, UAPD",Medical & Dental,Physician Specialist,50859886,147029.74,4557.8,8181.25,159768.79,26194.76,0.0,12251.11,38445.87,198214.66
4,2300,2303,Fiscal,2023,Community Health,DPH,Public Health,250,"SEIU, Local 1021, Misc",Nursing,Patient Care Assistant,51916481,76850.74,24100.17,5888.28,106839.19,14916.7,16437.51,8037.02,39391.23,146230.42
4,2500,2587,Fiscal,2023,Community Health,DPH,Public Health,790,"SEIU, Local 1021, Misc",Med Therapy & Auxiliary,Health Worker 3,52976835,88234.17,0.0,974.87,89209.04,16196.09,16774.48,6984.21,39954.78,129163.82
4,2900,2903,Fiscal,2023,Community Health,DPH,Public Health,535,"SEIU, Local 1021, Misc",Human Services,Hospital Eligibility Worker,52847364,77292.91,896.72,2333.1,80522.73,14368.27,16696.88,6189.77,37254.92,117777.65
4,2200,2230,Fiscal,2023,Community Health,DPH,Public Health,164,"Physician/Dentists 8-CC, UAPD",Medical & Dental,Physician Specialist,53237150,14715.13,0.0,48.16,14763.29,2565.82,0.0,1121.72,3687.54,18450.83
4,2900,2910,Fiscal,2023,Community Health,DPH,Public Health,535,"SEIU, Local 1021, Misc",Human Services,Social Worker,53766969,74145.6,0.0,2251.67,76397.27,13585.33,14535.1,5735.87,33856.3,110253.57
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,51266494,124673.51,6721.25,2598.08,133992.84,17415.55,0.0,10434.84,27850.39,161843.23
4,7300,7334,Fiscal,2023,Community Health,DPH,Public Health,39,"Stationary Engineers, Local 39",Journeyman Trade,Stationary Engineer,50848007,115959.81,35078.8,1012.5,152051.11,21235.72,18327.86,11802.06,51365.64,203416.75
4,2300,2320,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Registered Nurse,52846991,95288.52,5369.27,13513.74,114171.53,18077.42,11420.16,8823.98,38321.56,152493.09
4,2300,P103,Fiscal,2023,Community Health,DPH,Public Health,791,"SEIU, Local 1021, RN",Nursing,Special Nurse,50871577,1353.6,0.0,45.12,1398.72,201.13,0.0,87.93,289.06,1687.78
